pdf_link,pdf_year,row_id,Receiver,From,Justification,Gift,Disposition,Gift_Rec_Date,Value_USD
http://www.state.gov/documents/organization/120687.pdf,2002,6.68,President,"His Excellency Mr. Johannes Rau, President of the Federal Republic of Germany.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Stone: 13″ x 8″ piece of the Berlin Wall with multi-colored graffiti on one side; mounted in a clear plexiglass case,.,2002-05-22,400
http://www.state.gov/documents/organization/120687.pdf,2002,6.6899999999999995,President,"His Excellency Gerhard Schroeder, Chancellor of the Federal Republic of Germany.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Pen: green and black Pelikan fountain pen with gold tone trim,.,2002-05-22,555
http://www.state.gov/documents/organization/120687.pdf,2002,6.71,President,"His Excellency Jacques Chirac, President of the French Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: 131⁄2″ x 19″ engraving by LeMire of the Marquis de Lafayette at the end of the Virginia campaign of the American Revolution in 1781, dedicated to George Washington; matted and held in a 211⁄2″ x 28″ silver tone frame",.,2002-05-26,450
http://www.state.gov/documents/organization/120687.pdf,2002,6.72,President,"His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Watch: stainless steel Cartier ‘‘Roadster’’, held in a red leath er box",.,2002-05-27,395
http://www.state.gov/documents/organization/120687.pdf,2002,7.79,President,"ox His Excellency Carlo Azeglio Ciampi, President of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Box: 51⁄2″ x 31⁄2″ × 11⁄4″ silver b with donor’s signature engraved on lid; held in a green watered silk presentation case,.,2002-05-27,350
http://www.state.gov/documents/organization/120687.pdf,2002,7.8,President,"The Honorable Marc Lefevre, General Counsellor and Mayor of Sainte Mere Eglise.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Painting: 25″ x 21″ watercolor of the bell tower of Sainte Mere Eglise in a blue and gold tone frame,.,2002-05-27,300
http://www.state.gov/documents/organization/120687.pdf,2002,7.8100000000000005,President,"e His Holiness, John Paul II",Non-acceptance would cause embarrassment to donor and U.S. Government.,Statue: 61⁄2″ coral sculpture of th Blessed Virgin and Child; mounted on a wooden base and held in a blue velvet presentation case,.,2002-05-28,150
http://www.state.gov/documents/organization/120687.pdf,2002,7.82,President,"s Lieutenant General Shaykh Mohammad bin Zayid alNuhayyan, Chief of Staff of the Armed Forces of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Pen: limited edition (43/50) ‘‘Star and Stripes’’ Mont blanc pen inset with rubies and diamonds in an American flag pattern,.,2002-05-31,180
http://www.state.gov/documents/organization/120687.pdf,2002,7.83,President,"The Honorable Max Avenel, Mayor of Agon-Countainville.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Knife: replica Army Ranger knife forged from metal of a WWIIera U.S. Jeep, mounted in sheath wrapped in locally-recovered barbed wire and sand from D-Day beaches, engraved ‘‘In Memory of American’s Soldiers offert a Monsieur George W. Bush President des Etats Unis d’Amerique. A Sainte Mere Eglise le 26 Mai 2002’’ on goldtone plaque",.,2002-06-03,325
http://www.state.gov/documents/organization/120687.pdf,2002,7.84,President,"Student Delegation, L’Ecole Speciale Militaire de Saint-Cyr.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Collectable: 321⁄2″ x 321⁄2″ red and blue silk scarf in military motif commemorating the 200th anniversary of L’Ecole Speciale Militaire, Saint Cyr, 1802–2002; displayed in 36″ x 36″ blue rubberized frame with small brass plate engraved ‘‘La Promotion ’du Bicentenaire de Saint-Cyr’ au President des Etats-Unis d’Amerique.’’",.,2002-06-06,350
http://www.state.gov/documents/organization/120687.pdf,2002,7.85,President,"His Excellency Mohamed Hosny Mubarak, President of the Arab Republic of Egypt.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Rugs (2): 56″ x 83″ Egyptian rugs designed as portraits of President George W. Bush, and 74″ brass rods for hanging",.,2002-06-07,100
http://www.state.gov/documents/organization/120687.pdf,2002,7.86,President,"His Excellency Rudolf Schuster, President of the Slovak Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Ax: 371⁄2″ decorative wood and metal long-handled ax with rural Slovak scenes engraved in blade,.,2002-06-07,125
http://www.state.gov/documents/organization/120687.pdf,2002,8.94,President,"The Right Honorable Jean Chretien, P.C., M.P., Prime Minister of Canada.",Non-acceptance would have caused embarrassment to donor and U.S. Government.,Pen rest: 8″ x 4″ marble base with wooden pen rest,.,2002-06-26,20
http://www.state.gov/documents/organization/120687.pdf,2002,8.98,President,"y The Honorable Dave Bronconnier, Mayor of Calgary.",Non-acceptance would have caused embarrassment to donor and U.S. Government.,"Sculpture: ‘‘Beating the Odds,’’ b Linda Stewart, a 16″ bronze sculpture of horse and cowboy on a wooden base",.,2002-07-01,350
http://www.state.gov/documents/organization/120687.pdf,2002,10.03,President,"His Excellency Hamid Karzai, Chairman of the Interim Authority of Afghanistan.",Non-acceptance would have caused embarrassment to donor and U.S. Government.,"Chapan: 53″ greenand yellowstriped Afghan robe, with red, white and black trim",.,2002-07-01,350
http://www.state.gov/documents/organization/120687.pdf,2002,10.04,President,"His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would have caused embarrassment to donor and U.S. Government.,"Men’s watch: silver Hublot Automatic MDM Geneve watch, with black rubber band and black face",.,2002-07-05,220
http://www.state.gov/documents/organization/120687.pdf,2002,10.05,President,"His Majesty Mohammed VI, King of Morocco.",Non-acceptance would have caused embarrassment to donor and U.S. Government.,"Consumables: assorted Godiva chocolates, Perugina chocolates, Perugina cookies, and nonpareils",.,2002-07-11,124
http://www.state.gov/documents/organization/120687.pdf,2002,11.15,President,"His Excellency Aleksander Kwasniewski, The President of the Republic of Poland and Mrs. Kwasniewska.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Tableware: 7″ glass pitcher and 6″ glasses (6) decorated with silver and 11⁄2″ amber stones; held in a blue presentation case,.,2002-07-17,115
http://www.state.gov/documents/organization/120687.pdf,2002,11.17,President,"His Excellency Hipolito Mejia, President of the Dominican Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Coins (3): Dominican Republic 1 peso, 100 peso, and 500 peso coins in a green velvet box with the country’s shield embossed on lid",.,2002-07-23,375
http://www.state.gov/documents/organization/120687.pdf,2002,11.18,President,"His Royal Highness Prince Bandar bin Sultan, Ambassador of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Belt: black Tumi leather belt with silver buckle painted with the American flag and an eagle; held in a leather box,.,2002-08-28,295
http://www.state.gov/documents/organization/120687.pdf,2002,11.19,President,"The Right Honorable Tony Blair, M.P.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Bag: 101⁄2″ x 51⁄2″ black leather Tanner Krolle toiletries bag with ‘‘G.W.B.’’ embossed in gold on the top,.,2002-09-07,351
http://www.state.gov/documents/organization/120687.pdf,2002,11.2,President,"Mr. Thabo Mbeki, President of the Republic of South Africa.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Pen: black Mont Blanc fountain pen with ‘‘H.E. G.W. Bush’’ engraved on cap; held in a black presentation box,.,2002-09-09,375
http://www.state.gov/documents/organization/120687.pdf,2002,11.22,President,"His Excellency Ishaq Shahryar, Ambassador of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Reg: 591⁄2″ x 78″ red Afghan rug with fringed ends,.,2002-09-10,140
http://www.state.gov/documents/organization/120687.pdf,2002,11.23,President,"His Excellency Pervez Musharraf, President of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Bowl: 6″ sterling silver bowl with scalloped edges and blue beads inset around the rim; held in a green velvet presentation case,.,2002-09-12,350
http://www.state.gov/documents/organization/120687.pdf,2002,11.24,President,"His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Watch: Patek Philippe Calatrava Travel Time wristwatch with black leather band and gold face; held in a leather-lined pol ished wooden box,.,2002-09-14,145
http://www.state.gov/documents/organization/120687.pdf,2002,12.29,President,"His Excellency Vaclav Havel, President of the Czech Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Vase: 121⁄4″ Moser crystal vase with short stem supporting flared twelve-sided urn with horse motif etched into the glass,.,2002-09-18,500
http://www.state.gov/documents/organization/120687.pdf,2002,12.3,President,"th His Excellency Hugo Guiliani Cury, Ambassador of the Dominican Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Cuff links: 1⁄2″ gold cuff links wi red stones,.,2002-09-25,250
http://www.state.gov/documents/organization/120687.pdf,2002,12.31,President,His Excellency The President of the Russian Federation and Mrs. Putina.,Non-acceptance would cause embarrassment to donor and U.S. Government.,Coffee service: elaborately detailed 10″ silver coffee urn with six matching 31⁄2″ cups and an 11″ platter; held in a presentation case,.,2002-10-12,500
http://www.state.gov/documents/organization/120687.pdf,2002,12.32,President,"His Excellency Jiang Zemin, President of the People’s Republic of China.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Porcelain: ‘‘Good Fortune’’ pattern porcelain service (for 8) with 146 total pieces; held in three red and gold fabric-covered presentation cases,.,2002-10-25,180
http://www.state.gov/documents/organization/120687.pdf,2002,12.33,President,"The Honorable Leonel Cota Montano, Governor of Baja California Sur.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 17″ x 173⁄4″ giclee print of a painting of the desert and ocean by Susana Diaz-Rivera; matted and held in a 243⁄4″ x 251⁄2″ wooden frame,.,2002-10-27,450
http://www.state.gov/documents/organization/120687.pdf,2002,12.34,President,"His Excellency Vicente Fox Quesada, President of the United Mexican States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Artwork: ‘‘Nocturn Figure,’’ a 6″ x 7″ limited edition (14/30) print by Jose Luis Cuevas",.,2002-10-27,150
http://www.state.gov/documents/organization/120687.pdf,2002,12.35,President,"His Excellency Rafiq al-Hariri, Prime Minister of the Republic of Lebanon. 7,",Non-acceptance would cause embarrassment to donor and U.S. Government.,Leatherbound book: ‘‘Beirut the wars of destruction and the perspectives of reconstruction’’ with hologram on cover and inscribed by donor; held in a 18″ x 14″ navy leather presentation case,.,2002-11-01,400
http://www.state.gov/documents/organization/120687.pdf,2002,12.36,President,His Excellency The Prime Minister of the Republic of Hungary and Mrs. Medgyessy. t.,Non-acceptance would cause embarrassment to donor and U.S. Government.,"Leatherbound book: ‘‘Kossuth Lajos 1802–2002,’’ by Gyorgy Szabad; held in a burgundy print presentation box",.,2002-11-08,75
http://www.state.gov/documents/organization/120687.pdf,2002,13.41,President,His Excellency The Prime Minister of the Czech Republic and Mrs. Spidlova.,Non-acceptance would cause embarrassment to donor and U.S. Government.,"Decanter: 10″ amber colored Bohemian crystal decanter and stopper with six matching shot glasses, all painted with rural scenes; held in a blue velvet presentation case",.,2002-11-21,280
