iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,mn_sat,tuition,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
364,4,1,8,2,14,20,9,9,19,4,344,1,-0.04,1,26,3,15,15,15,20,20,15,1,9,9,9,9,7,7,7,9,2,27,8,"1,110.00","10,450.00",3,6,2,"34,105",,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,8,7,8,10,8,9,8,6,0,5,,,,,,,,,,,,6,1,2,,,,,,,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16,0,31,2,11,21,21,21,8,14,286,0,-0.59,0,22,2,10,15,25,15,15,20,0,6,,7,,,,4,3,2,26,10,,,4,2,2,,,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,,20,30,10,15,10,15,20,20,20,10,20,10,20,30,20,10,20,10,7,6,5,7,7,6,6,7,6,5,0,3,7,7,6,7,4,5,6,0,0,40,25,10,10,5,10,5,5,5,5,5,1,1,2,,,,,,,40,30,7,8,7,8,10,35,40,5,5,5,50,15,7,11,7,10,8,8,8,7,7,8,8,8,7,7,0,0,0,,,17,20,13,17,13,20,20,20,13,20,10,17,20,15,15,20,10,20,20,15,15,20,10,20,7,9,5,6,5,7,8,6,6,4
195,2,0,3,2,9,20,6,6,9,10,223,0,0.22,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,1,6,8,6,7,6,5,5,7,2,27,10,,,2,3,9,"14,526","49,466.00",1,2,1,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,,15.38,19.23,19.23,19.23,13.46,13.46,7,9,7,9,10,8,22.73,15.91,18.18,18.18,11.36,13.64,9,8,10,10,8,,,,,,0,6,8,10,5,7,6,8,6,2,6,16.67,12.5,20.83,20.83,12.5,16.67,9,7,10,9,6,8,3,3,,,,,,,16,12,20,18,16,18,9,10,7,8,6,9,20.83,12.5,18.75,18.75,12.5,16.67,9,7,9,8,7,,,,,,0,4,1,1,,15.69,15.69,19.61,17.65,15.69,15.69,,,,,,,8,8,7,8,9,8,9,8,7,8,6,,8,8,9,9,8,,,,,
138,2,1,4,1,6,5,2,1,2,1,132,0,0.34,1,27,2,16.67,16.67,16.67,16.67,16.67,16.67,0,8,8,8,8,8,8,8,5,2,32,8,,,2,9,6,"10,803","63,351.00",1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,6,,20,20,20,20,6.67,13.33,9,9,7,8,3,7,18.37,18.37,16.33,16.33,16.33,14.29,8,8,8,8,8,,,,,,1,8,7,4,6,6,4,8,6,2,3,19.57,19.57,19.57,19.57,8.7,13.04,8,8,8,8,9,4,1,1,,,,,,,19.57,17.39,19.57,19.57,13.04,10.87,9,8,9,9,6,5,17.31,17.31,17.31,17.31,17.31,13.46,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,10,0,19,2,21,22,6,6,21,8,538,0,0.13,1,32,2,50,0,10,30,0,10,0,6,6,6,6,6,6,6,8,2,23,15,"1,200.00","14,915.00",2,2,1,"92,028","35,627.00",5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,,20,25,25,30,5,5,30,20,15,20,5,10,35,10,10,30,5,10,6,9,8,8,7,7,8,7,7,7,0,2,2,5,6,,,3,6,0,2,,,,,,,,,,,,6,3,2,30,10,30,25,0,5,25,20,30,25,5,5,30,20,20,20,5,5,30,10,10,40,5,5,7,7,7,7,7,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2,0,3,2,12,14,5,5,6,10,317,0,0.19,1,30,2,50,0,20,20,0,10,0,4,7,7,4,7,4,5,6,2,30,9,"1,097.00","10,352.00",2,5,7,"85,283","39,394.00",2,6,1,2,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,6,,10,18,20,16,16,20,24,16,14,18,20,8,22,20,14,18,8,18,7,10,8,8,8,7,9,8,7,7,1,8,6,,9,,,8,6,0,2,,,,,,,,,,,,7,1,2,,,,,,,14,20,18,20,13,15,15,20,18,15,15,17,15,20,18,22,10,15,7,9,7,8,7,7,8,7,7,6,0,0,0,,,5,10,10,10,10,55,5,10,10,10,10,55,15,10,10,10,10,45,15,10,10,10,10,45,7,9,8,8,6,7,8,7,7,6
310,3,1,6,2,12,14,4,4,14,6,299,0,0.3,0,24,4,10,40,10,20,10,10,0,8,8,8,8,8,8,8,3,2,25,5,"1,400.00","26,630.00",2,7,8,"10,021","55,080.00",1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,6,,24,15,20,20,8,13,25,10,18,22,13,12,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,0,6,6,6,6,6,5,5,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,4,0,7,2,19,15,5,5,4,6,486,0,0.17,0,32,3,20,20,20,15,10,15,0,8,7,6,8,6,5,6,3,2,25,13,,"26,892.00",4,1,1,"2,155",,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,7,8,8,9,5,0,7,7,7,5,8,6,7,6,0,6,8,8,6,7,4,6,9,9,6,9,4,3,2,2,50,10,10,20,0,10,30,20,10,20,10,10,30,10,30,10,10,10,40,10,10,20,10,10,8,8,6,7,4,7,7,7,7,4,0,4,1,1,1,40,20,10,10,0,10,40,10,10,10,10,20,20,20,10,20,0,30,30,0,10,30,10,20,8,7,7,8,5,7,6,7,7,8
161,4,1,8,2,7,16,9,7,3,1,142,0,-0.01,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,10,10,9,8,8,7,9,8,2,22,10,,,2,6,2,"15,668","53,771.00",2,4,2,10,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,7,,16.67,18.75,18.75,18.75,18.75,8.33,8,8,9,9,9,7,14.55,18.18,18.18,16.36,18.18,14.55,8,7,9,9,7,,,,,,0,8,7,8,7,6,4,7,6,0,,20,20,15.56,20,13.33,11.11,8,6,9,10,6,4,1,3,,,,,,,16,18,18,20,12,16,8,8,9,9,5,9,14.55,18.18,16.36,18.18,16.36,16.36,8,8,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,4,1,8,2,14,20,5,5,15,1,341,0,-0.21,0,23,4,20,20,20,20,20,0,0,6,10,8,8,8,4,6,8,2,27,8,"1,110.00","10,450.00",3,6,2,"34,105",,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,,25,25,25,15,10,0,20,10,20,10,20,20,25,10,25,20,15,5,8,8,8,9,9,8,8,9,9,10,1,8,9,8,9,8,8,8,6,0,5,,,,,,,,,,,,6,1,2,,,,,,,25,25,15,25,5,5,20,10,25,15,15,15,20,20,20,20,10,10,8,9,10,9,9,8,8,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4,1,8,2,4,18,10,,10,2,77,1,-0.05,1,22,2,15,20,20,20,15,10,1,6,5,6,7,6,7,6,4,2,29,10,,,2,4,1,"11,215","35,968.00",2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,50,7,20,23,0,0,,,,,,,30,10,12,8,30,10,7,5,7,6,6,,,,,,1,6,9,9,9,6,6,6,4,2,,,,,,,,,,,,,5,3,3,,,,,,,55,8,14,13,0,10,,,,,,,,,,,,,7,5,6,7,5,,,,,,4,1,1,,,50,5,15,20,5,5,,,,,,,,,,,,,,,,,,,8,5,7,6,4,,,,,
549,19,1,38,2,21,22,13,7,7,19,527,0,0.45,0,24,6,50,20,10,5,10,5,0,4,6,7,7,8,4,6,3,2,28,8,,,2,2,3,136,,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,,20,20,20,20,0,20,50,10,5,20,5,10,35,10,10,15,20,10,7,10,8,9,9,7,10,10,7,7,1,5,7,7,7,8,6,6,5,0,3,,,,,,,,,,,,6,1,2,40,20,20,20,0,0,20,15,20,25,5,5,40,0,20,25,0,15,40,10,15,25,10,0,6,8,8,8,8,6,7,8,7,8,1,0,0,,,30,10,20,30,5,5,40,0,30,30,0,0,40,0,20,20,10,10,40,0,20,20,10,10,7,9,8,7,8,5,8,8,6,8
436,7,0,13,2,17,14,6,6,14,9,448,1,0,1,22,2,25,15,25,25,5,5,1,8,6,7,8,8,7,8,8,1,23,1,,"15,260.00",2,9,1,"92,869",,1,6,1,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5,,28,8,17,22,17,8,20,20,20,20,20,0,50,0,0,50,0,0,9,8,10,7,6,4,4,4,10,4,1,10,10,10,10,10,10,10,10,1,4,25,10,20,20,20,5,8,7,7,10,7,6,3,3,,,,,,,60,5,10,15,5,5,30,15,20,15,10,10,55,5,5,25,5,5,8,8,8,10,8,6,6,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,9,1,18,2,21,22,4,4,1,14,522,1,0.57,1,22,2,10,20,15,20,15,20,1,6,4,8,10,7,8,8,9,1,22,1,"1,430.00","26,562.00",2,6,6,"7,078",,1,4,1,1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,7,,30,10,20,15,15,10,20,20,20,15,20,5,20,15,20,15,25,5,8,8,9,10,10,7,7,10,10,8,1,9,6,10,9,8,8,8,10,1,6,,,,,,,,,,,,8,3,2,40,10,10,10,10,20,30,20,10,10,10,10,40,10,10,10,10,20,30,20,20,10,10,10,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,0,3,1,3,10,4,,1,6,71,1,-0.34,1,21,2,60,15,0,15,0,10,1,6,9,8,6,8,6,9,3,2,22,11,,,2,10,10,"7,045",,3,5,2,9,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,10,20,20,20,15,15,,,,,,,10,20,20,20,20,10,6,10,10,9,10,,,,,,1,10,9,9,8,8,7,8,7,2,3,,,,,,,,,,,,4,3,3,,,,,,,10,20,20,15,20,10,,,,,,,,,,,,,5,9,9,10,9,,,,,,0,0,0,,,10,15,25,25,15,10,,,,,,,,,,,,,,,,,,,5,9,9,10,9,,,,,
42,3,1,6,2,2,19,7,,13,2,22,0,0.44,0,27,1,20,20,20,10,10,20,0,5,6,6,5,6,3,3,2,2,23,5,,,4,1,6,"94,133","28,891.00",2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,,,,,,,25,10,10,30,5,20,6,9,6,8,4,,,,,,0,3,6,8,5,5,1,2,1,2,1,,,,,,,,,,,,8,3,3,,,,,,,30,30,10,15,10,5,,,,,,,,,,,,,7,9,8,6,6,,,,,,0,0,0,,,15,30,15,15,10,15,,,,,,,,,,,,,,,,,,,7,9,8,7,6,,,,,
166,9,1,18,2,7,16,5,2,4,14,155,0,0.44,0,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,8,7,7,6,6,5,5,5,2,26,8,,,6,1,9,"20,817","80,006.00",5,5,2,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,,27.78,19.44,19.44,27.78,2.78,2.78,10,8,8,8,6,7,21.74,15.22,15.22,15.22,17.39,15.22,7,7,7,7,7,,,,,,1,7,7,7,7,,,7,2,1,1,22.22,22.22,22.22,22.22,5.56,5.56,6,6,6,6,6,2,3,2,,,,,,,25,20,20,25,5,5,10,7,5,8,5,7,19.15,19.15,14.89,14.89,21.28,10.64,7,7,7,7,5,,,,,,1,0,1,1,,16.67,16.67,16.67,16.67,16.67,16.67,,,,,,,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,,,,,
416,1,0,1,1,16,8,2,2,2,1,422,1,0.47,0,26,2,30,25,20,10,10,5,1,9,9,9,8,9,8,9,9,2,25,3,"1,400.00","26,019.00",3,3,3,"33,156","62,844.00",6,4,1,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,,,,,,,,,,,1,6,7,6,8,7,4,5,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
206,13,0,25,2,9,20,16,16,4,19,232,0,0.46,0,31,2,17.78,17.78,17.78,17.78,13.33,15.56,0,6,7,6,5,6,5,6,3,1,31,8,,,1,2,2,,,1,5,1,9,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7,6,,14.58,16.67,20.83,18.75,16.67,12.5,9,7,8,10,8,9,18,16,18,20,16,12,8,8,8,8,8,,,,,,1,4,9,7,7,,7,6,7,7,4,15.22,19.57,21.74,15.22,13.04,15.22,8,9,9,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,0,15.91,15.91,20.45,15.91,15.91,15.91,,,,,,,7,7,7,7,7,7,9,7,7,7,7,,7,9,8,7,9,,,,,
525,17,0,33,2,21,22,17,17,21,15,545,0,-0.09,1,24,2,20,20,20,20,10,10,0,,,,,,,,,,24,15,"1,360.00","26,062.00",2,2,8,"12,020","36,510.00",2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,,10,15,30,20,15,10,20,30,5,20,15,10,50,5,5,25,5,10,6,10,8,10,9,6,9,9,8,8,0,,,,,,,,,,3,,,,,,,,,,,,6,1,2,10,10,20,40,10,10,5,15,25,25,20,10,25,25,10,15,10,15,50,5,5,25,5,10,7,10,10,8,9,7,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1,1,2,2,14,20,8,8,5,3,343,1,0.54,1,32,2,5,25,20,10,15,25,1,3,5,5,5,5,5,5,10,2,34,1,"1,430.00","26,908.00",2,5,5,"10,469","35,187.00",2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,,30,20,30,5,5,10,30,20,10,10,0,10,30,10,20,5,30,5,7,7,5,7,9,7,7,7,3,3,1,10,10,10,8,9,8,10,10,,4,,,,,,,,,,,,7,3,3,,,,,,,20,10,30,10,10,20,30,20,20,10,10,20,30,20,10,10,10,20,8,8,9,6,8,7,8,9,6,8,1,1,0,,,20,10,30,15,15,10,20,10,30,15,15,10,20,10,20,20,10,20,20,10,20,20,10,20,5,7,8,8,8,5,7,8,8,8
340,9,1,18,1,13,10,3,3,1,5,326,0,,0,36,1,15,15,15,20,20,15,1,8,10,9,8,8,5,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,6,5,5,7,5,5,0,1,,,,,,,,,,,,6,3,3,,,,,,,40,10,20,20,10,0,40,10,10,20,10,10,40,0,10,20,30,0,7,5,7,6,6,7,5,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,10,0,19,2,14,18,3,3,8,14,374,0,0.07,0,30,4,50,10,10,10,5,15,0,6,5,6,7,6,5,5,6,2,31,10,"1,014.00","11,132.00",2,9,5,"7,760",,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,6,7,4,8,3,4,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,6,0,11,2,4,18,1,,3,17,110,0,0.67,1,28,2,20,20,15,15,5,25,0,5,5,8,5,10,5,4,2,2,28,6,,,2,6,9,"76,116","28,317.00",5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6,10,10,20,20,20,20,,,,,,,40,5,15,20,10,10,8,7,8,7,7,,,,,,0,6,6,7,6,7,6,6,2,2,2,,,,,,,,,,,,7,1,3,,,,,,,30,20,15,15,10,10,,,,,,,,,,,,,7,8,7,9,7,,,,,,0,2,1,,,15,15,15,20,20,15,,,,,,,,,,,,,,,,,,,8,7,7,8,6,,,,,
223,10,1,20,2,9,20,16,18,19,13,206,1,0.31,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,8,8,8,5,5,5,7,5,2,28,7,,,2,6,6,"29,501","27,248.00",2,4,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,7,8,7,9,6,,,,,,1,10,9,10,8,9,6,7,3,2,,19.05,16.67,19.05,19.05,9.52,16.67,7,8,9,8,4,7,3,3,,,,,,,19.05,16.67,19.05,19.05,9.52,16.67,8,3,4,8,3,5,21.62,13.51,10.81,21.62,18.92,13.51,7,8,9,7,4,,,,,,0,0,0,,,19.51,17.07,19.51,19.51,7.32,17.07,,,,,,,9,4,5,8,2,5,9,3,6,5,9,,7,8,9,6,3,,,,,
513,5,0,9,2,21,22,22,22,9,1,531,0,-0.05,0,25,4,15,30,20,20,10,5,0,10,8,10,5,10,1,3,1,2,23,15,,"26,892.00",2,1,1,"33,418","50,572.00",2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,2,,20,20,20,20,5,15,50,0,10,20,10,10,90,0,0,10,0,0,6,8,7,6,4,6,9,4,6,5,0,4,7,7,4,4,4,6,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,13,1,26,2,9,20,18,1,18,7,200,0,0.41,1,25,2,13.21,18.87,18.87,16.98,16.98,15.09,0,7,8,8,7,7,,7,6,2,23,8,,,2,1,3,"15,211","22,805.00",2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,10,10,10,10,10,,,,,,0,7,7,8,7,7,7,7,5,2,4,25.64,15.38,17.95,20.51,10.26,10.26,9,9,9,9,9,6,3,2,,,,,,,25,15,17.5,20,12.5,10,10,4,6,5,4,8,19.51,19.51,19.51,12.2,17.07,12.2,9,9,9,9,8,,,,,,0,1,1,1,,25,15,17.5,17.5,12.5,12.5,,,,,,,10,3,5,8,3,8,8,5,8,4,7,,9,8,8,7,8,,,,,
163,6,1,12,2,7,16,9,11,15,1,142,0,-0.43,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,8,8,8,8,7,8,10,1,26,9,,,2,1,1,"55,391","56,096.00",4,3,3,2,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,2,,12,20,20,20,16,12,8,8,8,8,8,8,14.29,14.29,14.29,23.81,14.29,19.05,7,8,8,9,7,,,,,,0,7,7,7,5,6,5,6,2,0,3,13.89,13.89,22.22,16.67,19.44,13.89,7,8,9,7,8,7,3,2,,,,,,,14.89,17.02,19.15,19.15,14.89,14.89,9,7,7,9,7,9,16.67,16.67,16.67,16.67,16.67,16.67,7,8,9,8,7,,,,,,3,0,1,2,,13.33,15.56,17.78,20,17.78,15.56,,,,,,,7,7,7,8,8,8,7,7,7,8,8,,7,7,8,7,8,,,,,
551,21,1,42,2,21,22,11,21,13,16,524,0,0.46,0,25,4,15,20,25,20,10,10,1,6,9,8,6,7,7,6,4,2,27,8,"1,400.00","26,019.00",1,2,1,"11,570","55,138.00",1,6,3,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,3,,40,20,20,20,0,0,25,5,20,20,15,15,60,0,0,40,0,0,7,8,3,8,5,7,9,9,2,4,0,6,7,7,6,9,5,7,1,0,3,,,,,,,,,,,,4,1,2,80,0,10,0,0,10,75,5,5,5,5,5,20,10,10,10,10,40,50,10,10,10,10,10,7,7,8,4,5,5,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,1,2,1,20,6,5,4,2,3,498,0,0.29,0,25,2,18,18,18,18,18,10,0,2,9,3,10,8,4,6,2,2,26,5,"1,230.00","18,656.00",4,1,1,"2,138",,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,3,,40,20,20,20,0,0,30,20,20,10,0,20,20,20,20,10,10,20,7,7,9,9,9,7,8,8,9,9,1,8,7,8,8,,8,9,10,0,6,8,8,7,8,6,7,7,8,9,8,9,7,1,3,40,20,20,20,0,0,30,20,20,10,10,10,30,20,10,10,10,20,20,20,20,10,15,15,7,8,9,9,9,7,7,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,17,0,33,2,4,18,17,,15,13,106,0,0.06,0,22,3,10,20,35,10,5,20,0,6,10,4,4,6,,2,1,2,29,9,,,2,1,2,"94,108","21,597.00",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,6,10,20,20,20,20,10,,,,,,,30,10,10,30,10,10,9,10,9,9,9,,,,,,0,7,8,8,8,8,7,7,6,2,3,,,,,,,,,,,,6,1,2,,,,,,,20,20,15,20,10,15,,,,,,,,,,,,,7,9,9,9,8,,,,,,1,4,1,,,15,20,15,20,15,15,,,,,,,,,,,,,,,,,,,8,10,8,9,8,,,,,
259,8,0,15,2,11,21,1,1,19,13,285,0,-0.42,0,24,6,20,20,25,25,5,5,1,9,9,9,9,9,9,9,9,2,25,10,"1,410.00","17,125.00",2,2,2,"77,546","48,944.00",2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,,15,18,19,19,17,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,6,8,8,4,7,4,7,4,0,2,17,18,18,16,15,12,,,,,,5,1,2,,,,,,,17,18,19,18,16,12,17,18,15,18,16,16,18,18,15,18,14,17,7,8,8,7,8,7,4,8,7,8,0,0,0,,,17,18,18,18,17,12,18,18,15,18,17,14,18,18,17,18,13,16,18,16,16,18,14,18,7,9,7,8,9,7,4,7,7,8
211,18,0,35,2,9,20,7,7,18,4,217,0,0.12,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,6,6,6,3,5,4,5,5,2,28,13,,,2,9,1,0,,2,4,1,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,,16.36,16.36,18.18,18.18,16.36,14.55,8,8,10,10,8,7,16,16,18,20,14,16,7,9,9,9,9,,,,,,0,5,7,9,5,9,4,3,5,2,2,16.36,18.18,16.36,18.18,16.36,14.55,,,,,,2,3,2,,,,,,,14.81,14.81,18.52,18.52,16.67,16.67,8,8,9,10,9,9,18,16,16,18,16,16,9,9,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0,17,1,1,10,1,,10,6,16,1,0.42,0,25,2,50,0,30,10,0,10,1,6,6,7,8,7,7,6,5,2,26,13,,,6,1,1,0,,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,15,20,10,20,30,10,10,,,,,,,30,20,10,20,10,10,7,6,10,7,7,,,,,,1,8,9,9,7,6,5,6,5,2,1,,,,,,,,,,,,6,2,1,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,7,10,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,0,7,1,5,10,1,,4,6,127,1,-0.09,1,22,2,25,25,25,15,5,5,1,7,3,7,10,7,8,7,10,1,21,3,,,2,10,7,"11,214","27,094.00",1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,3,12,20,10,30,20,15,5,,,,,,,40,10,20,20,0,10,8,7,8,9,8,,,,,,1,8,5,9,9,10,8,7,7,1,3,,,,,,,,,,,,6,3,2,,,,,,,20,5,30,20,10,15,,,,,,,,,,,,,8,8,9,8,7,,,,,,0,0,0,,,20,10,30,20,10,10,,,,,,,,,,,,,,,,,,,9,8,10,9,8,,,,,
100,7,1,14,2,4,18,4,,14,15,90,0,0.31,0,23,4,15,21,18,18,10,18,1,5,8,8,6,7,4,6,1,2,30,8,,,6,8,9,"92,425",,1,3,2,2,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5,4,20,25,25,15,5,10,,,,,,,20,15,20,15,15,15,7,8,8,9,6,,,,,,0,8,7,7,2,4,2,4,1,2,4,,,,,,,,,,,,8,1,2,,,,,,,25,30,15,20,0,10,,,,,,,,,,,,,8,7,9,8,7,,,,,,0,0,0,,,20,25,25,15,10,5,,,,,,,,,,,,,,,,,,,8,8,9,9,7,,,,,
